Year,Make,Model,Engine,Viscosity,Capacity
2021,Ram,3500 PICKUP,6.4L 8 -cyl Engine Code [J] ESA J,0W-40 (All TEMPS),7 quarts. . . (with filter)After refill check oil level.
2021,Ram,3500 PICKUP,6.4L 8 -cyl Engine Code [J] ESB 3,0W-40 (All TEMPS),7 quarts. . . (with filter)After refill check oil level.
2021,Ram,3500 PICKUP,6.7L 6 -cyl Engine Code [L] ETL L Diesel Turbo,10W-30 (Above -18),12 quarts. . . (with filter)After refill check oil level.
2021,Ram,3500 PICKUP,6.7L 6 -cyl Engine Code [L] ETM 4 Diesel Turbo,10W-30 (Above -18),12 quarts. . . (with filter)After refill check oil level.
2021,Ram,3500 PICKUP,6.7L 6 -cyl Engine Code [L] ETN 5 Diesel Turbo,10W-30 (Above -18),12 quarts. . . (with filter)After refill check oil level.
2021,Ram,4500 PICKUP,6.4L 8 -cyl Engine Code [J] ESB 3,N/A,N/A
2021,Ram,4500 PICKUP,6.7L 6 -cyl Engine Code [L] ETK 6 Diesel Turbo,N/A,N/A
2021,Ram,5500 PICKUP,6.4L 8 -cyl Engine Code [J] ESB 3,N/A,N/A
2021,Ram,5500 PICKUP,6.7L 6 -cyl Engine Code [L] ETK 6 Diesel Turbo,N/A,N/A
2021,Ram,PROMASTER 1500,3.6L 6 -cyl Engine Code [G] ERB 2 Flex,5W-20 (All TEMPS),5.9 quarts. . . (with filter)After refill check oil level.
2021,Ram,PROMASTER 2500,3.6L 6 -cyl Engine Code [G] ERB 2 Flex,5W-20 (All TEMPS),5.9 quarts. . . (with filter)After refill check oil level.
2021,Ram,PROMASTER 3500,3.6L 6 -cyl Engine Code [G] ERB 2 Flex,5W-20 (All TEMPS),5.9 quarts. . . (with filter)After refill check oil level.
2021,Ram,PROMASTER CITY,2.4L 4 -cyl Engine Code [B] ED6 B,0W-20 (All TEMPS),5.5 quarts. . . (with filter)After refill check oil level.
2021,Subaru,ASCENT,2.4L 4 -cyl Engine Code [A] FA24 A Turbo,0W-20 (All TEMPS),4.8 quarts. . . (with filter)After refill check oil level.
2021,Subaru,CROSSTREK,2.0L 4 -cyl Engine Code FB20 2,0W-20 (All TEMPS),4.6 quarts. . . (with filter)After refill check oil level.
2021,Subaru,CROSSTREK,2.0L 4 -cyl Engine Code FB20V 3,0W-20 (All TEMPS),4.6 quarts. . . (with filter)After refill check oil level.
2021,Subaru,CROSSTREK,2.5L 4 -cyl Engine Code FB25D 1,0W-20 (All TEMPS),4.4 quarts. . . (with filter)After refill check oil level.
2021,Subaru,FORESTER,2.5L 4 -cyl Engine Code FB25D 1,0W-20 (All TEMPS),4.4 quarts. . . (with filter)After refill check oil level.
2021,Subaru,IMPREZA,2.0L 4 -cyl Engine Code FB20 2,0W-20 (All TEMPS),4.6 quarts. . . (with filter)After refill check oil level.
2021,Subaru,LEGACY,2.4L 4 -cyl Engine Code [A] FA24 A Turbo,0W-20 (All TEMPS),4.8 quarts. . . (with filter)After refill check oil level.
2021,Subaru,LEGACY,2.5L 4 -cyl Engine Code FB25D 1,0W-20 (All TEMPS),4.4 quarts. . . (with filter)After refill check oil level.
2021,Subaru,OUTBACK,2.4L 4 -cyl Engine Code [A] FA24 A Turbo,0W-20 (All TEMPS),4.8 quarts. . . (with filter)After refill check oil level.
2021,Subaru,OUTBACK,2.5L 4 -cyl Engine Code FB25D 1,0W-20 (All TEMPS),4.4 quarts. . . (with filter)After refill check oil level.
2021,Subaru,WRX,2.0L 4 -cyl Engine Code FA20F 5 Turbo,5W-30 (All TEMPS),5.4 quarts. . . (with filter)After refill check oil level.
2021,Subaru,WRX STI,2.5L 4 -cyl Engine Code EJ257 4 Turbo,5W-30 (All TEMPS),4.5 quarts. . . (with filter)After refill check oil level.
2021,Toyota,4-RUNNER,4.0L 6 -cyl Engine Code 1GR-FE 0,0W-20 (All TEMPS),6.6 quarts. . . (with filter)After refill check oil level.
2021,Toyota,AVALON,2.5L 4 -cyl Engine Code A25A-FKS B,0W-16 (All TEMPS),4.8 quarts. . . (with filter)After refill check oil level.
2021,Toyota,AVALON,2.5L 4 -cyl Engine Code A25A-FXS 3,0W-16 (All TEMPS),4.8 quarts. . . (with filter)After refill check oil level.
2021,Toyota,AVALON,3.5L 6 -cyl Engine Code 2GR-FKS 1,0W-20 (All TEMPS),5.7 quarts. . . (with filter)After refill check oil level.
2021,Toyota,C-HR,2.5L 4 -cyl Engine Code A25A-FKS B,0W-16 (All TEMPS),4.8 quarts. . . (with filter)After refill check oil level.
2021,Toyota,C-HR,2.5L 4 -cyl Engine Code A25A-FXS 3,0W-16 (All TEMPS),4.8 quarts. . . (with filter)After refill check oil level.
2021,Toyota,C-HR,3.5L 6 -cyl Engine Code 2GR-FKS 1,0W-20 (All TEMPS),5.7 quarts. . . (with filter)After refill check oil level.
2021,Toyota,CAMRY,2.0L 4 -cyl Engine Code 3ZR-FAE C,0W-20 (All TEMPS),4.4 quarts. . . (with filter)After refill check oil level.
2021,Toyota,COROLLA,1.8L 4 -cyl Engine Code 2ZR-FAE 4,0W-20 (All TEMPS),4.4 quarts. . . (with filter)After refill check oil level.
2021,Toyota,COROLLA,1.8L 4 -cyl Engine Code 2ZR-FXE 5,0W-16 (All TEMPS),4.4 quarts. . . (with filter)After refill check oil level.
2021,Toyota,COROLLA,2.0L 4 -cyl Engine Code M20A-FKS 9,0W-16 (All TEMPS),4.9 quarts. . . (with filter)After refill check oil level.
2021,Toyota,GR SUPRA,2.0L 4 -cyl Engine Code B46B20O0 7 Turbo,0W-20 (All TEMPS),5.5 quarts. . . (with filter)After refill check oil level.
2021,Toyota,GR SUPRA,3.0L 6 -cyl Engine Code B58B30O1 8 Turbo,0W-20 (All TEMPS),6.9 quarts. . . (with filter)After refill check oil level.
2021,Toyota,HIGHLANDER,2.5L 4 -cyl Engine Code A25A-FXS 3,0W-16 (All TEMPS),4.8 quarts. . . (with filter)After refill check oil level.
2021,Toyota,HIGHLANDER,3.5L 6 -cyl Engine Code 2GR-FKS 1,0W-20 (All TEMPS),5.8 quarts. . . (with filter)After refill check oil level.
2021,Toyota,LAND CRUISER,5.7L 8 -cyl Engine Code 3UR-FE 6,0W-20 (All TEMPS),8.5 quarts. . . (with filter)After refill check oil level.
2021,Toyota,PRIUS,1.8L 4 -cyl Engine Code 2ZR-FXE 5,0W-16 (All TEMPS),4.4 quarts. . . (with filter)After refill check oil level.
2021,Toyota,PRIUS AWD-E,1.8L 4 -cyl Engine Code 2ZR-FXE 5,0W-16 (All TEMPS),4.4 quarts. . . (with filter)After refill check oil level.
2021,Toyota,PRIUS PRIME,1.8L 4 -cyl Engine Code 2ZR-FXE 5,0W-16 (All TEMPS),4.4 quarts. . . (with filter)After refill check oil level.
2021,Toyota,RAV4,2.5L 4 -cyl Engine Code A25A-FKS B,0W-16 (All TEMPS),4.8 quarts. . . (with filter)After refill check oil level.
2021,Toyota,RAV4,2.5L 4 -cyl Engine Code A25A-FXS 3,0W-16 (All TEMPS),4.8 quarts. . . (with filter)After refill check oil level.
2021,Toyota,RAV4 PRIME,2.5L 4 -cyl Engine Code A25A-FXS 3,0W-16 (All TEMPS),4.8 quarts. . . (with filter)After refill check oil level.
2021,Toyota,SEQUOIA,5.7L 8 -cyl Engine Code 3UR-FE 6,0W-20 (All TEMPS),8.5 quarts. . . (with filter)After refill check oil level.
2021,Toyota,SIENNA VAN,2.5L 4 -cyl Engine Code A25A-FXS 3,0W-16 (All TEMPS),4.8 quarts. . . (with filter)After refill check oil level.
2021,Toyota,TACOMA,2.7L 4 -cyl Engine Code 2TR-FE A,0W-20 (All TEMPS),6.2 quarts. . . (with filter)After refill check oil level.
2021,Toyota,TACOMA,3.5L 6 -cyl Engine Code 2GR-FKS 1,0W-20 (All TEMPS),6.2 quarts. . . (with filter)After refill check oil level.
2021,Toyota,TUNDRA,5.7L 8 -cyl Engine Code 3UR-FE 6,0W-20 (All TEMPS),8.5 quarts. . . (with filter)After refill check oil level.
2021,Toyota,VENZA,2.5L 4 -cyl Engine Code A25A-FXS 3,0W-16 (All TEMPS),4.8 quarts. . . (with filter)After refill check oil level.
2021,Volkswagen,ARTEON,2.0L 4 -cyl Engine Code DLRB 4 Turbo,0W-30 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2021,Volkswagen,ATLAS,2.0L 4 -cyl Engine Code DCGA 2 Turbo,0W-30 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2021,Volkswagen,ATLAS,3.6L 6 -cyl Engine Code CDVC 1,0W-30 (All TEMPS),5.8 quarts. . . (with filter)After refill check oil level.
2021,Volkswagen,ATLAS CROSS SPORT,2.0L 4 -cyl Engine Code DCGA 2 Turbo,0W-30 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2021,Volkswagen,ATLAS CROSS SPORT,3.6L 6 -cyl Engine Code CDVC 1,0W-30 (All TEMPS),5.8 quarts. . . (with filter)After refill check oil level.
2021,Volkswagen,GOLF,1.4L 4 -cyl Engine Code DGXA 5 Turbo,"0W-20, 0W-30, 5W-40 (All TEMPS)",4.2 quarts. . . (with filter)After refill check oil level.
2021,Volkswagen,GTI,2.0L 4 -cyl Engine Code DKFA 7 Turbo,"0W-20, 0W-30, 5W-40 (All TEMPS)",6 quarts. . . (with filter)After refill check oil level.
2021,Volkswagen,JETTA,1.4L 4 -cyl Engine Code DGXA 5 Turbo,"0W-20, 0W-30, 5W-40 (All TEMPS)",4.2 quarts. . . (with filter)After refill check oil level.
2021,Volkswagen,JETTA,2.0L 4 -cyl Engine Code DKFA 7 Turbo,"0W-20, 0W-30, 5W-40 (All TEMPS)",6 quarts. . . (with filter)After refill check oil level.
2021,Volkswagen,PASSAT,2.0L 4 -cyl Engine Code DDSB 3 Turbo,"0W-20, 0W-30, 5W-40 (All TEMPS)",6 quarts. . . (with filter)After refill check oil level.
2021,Volkswagen,TIGUAN,2.0L 4 -cyl Engine Code DGUA 8 Turbo,0W-20 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2021,Volvo,S60,2.0L 4 -cyl Engine Code B4204T28 6 Turbo,0W-20 (All TEMPS),6.4 quarts. . . (with filter)After refill check oil level.
2021,Volvo,S60,2.0L 4 -cyl Engine Code B4204T39 2 Turbo,N/A,N/A
2021,Volvo,S60,2.0L 4 -cyl Engine Code [10] B4204T2 1 Turbo,0W-20 (All TEMPS),6.4 quarts. . . (with filter)After refill check oil level.
2021,Volvo,S60,2.0L 4 -cyl Engine Code [A2] B4204T2 4 Turbo,0W-20 (All TEMPS),6.4 quarts. . . (with filter)After refill check oil level.
2021,Volvo,S90,2.0L 4 -cyl Engine Code B4204T28 6 Turbo,0W-20 (All TEMPS),6.4 quarts. . . (with filter)After refill check oil level.
2021,Volvo,S90,2.0L 4 -cyl Engine Code [A2] B4204T2 4 Turbo,0W-20 (All TEMPS),6.4 quarts. . . (with filter)After refill check oil level.
2021,Volvo,V60,2.0L 4 -cyl Engine Code B4204T39 2 Turbo,0W-20 (All TEMPS),6.4 quarts. . . (with filter)After refill check oil level.
2021,Volvo,V60,2.0L 4 -cyl Engine Code [10] B4204T2 1 Turbo,0W-20 (All TEMPS),6.4 quarts. . . (with filter)After refill check oil level.
2021,Volvo,V60 CROSS COUNTRY,2.0L 4 -cyl Engine Code [10] B4204T2 1 Turbo,0W-20 (All TEMPS),6.4 quarts. . . (with filter)After refill check oil level.
2021,Volvo,V90,2.0L 4 -cyl Engine Code [10] B4204T2 1 Turbo,0W-20 (All TEMPS),6.4 quarts. . . (with filter)After refill check oil level.
2021,Volvo,V90,2.0L 4 -cyl Engine Code [A2] B4204T2 4 Turbo,0W-20 (All TEMPS),6.4 quarts. . . (with filter)After refill check oil level.
2021,Volvo,V90 CROSS COUNTRY,2.0L 4 -cyl Engine Code [A2] B4204T2 4 Turbo,N/A,N/A
2021,Volvo,XC40,2.0L 4 -cyl Engine Code B4204T47 7 Turbo,0W-20 (All TEMPS),5.9 quarts. . . (with filter)After refill check oil level.
2021,Volvo,XC40,2.0L 4 -cyl Engine Code [40] B4204T1 3 Turbo,0W-20 (All TEMPS),5.9 quarts. . . (with filter)After refill check oil level.
2021,Volvo,XC60,2.0L 4 -cyl Engine Code B4204T27 5 Turbo,0W-20 (All TEMPS),6.4 quarts. . . (with filter)After refill check oil level.
2021,Volvo,XC60,2.0L 4 -cyl Engine Code B4204T28 6 Turbo,0W-20 (All TEMPS),6.4 quarts. . . (with filter)After refill check oil level.
2021,Volvo,XC60,2.0L 4 -cyl Engine Code B4204T39 2 Turbo,N/A,N/A
2021,Volvo,XC60,2.0L 4 -cyl Engine Code [10] B4204T2 1 Turbo,0W-20 (All TEMPS),6.4 quarts. . . (with filter)After refill check oil level.
2021,Volvo,XC90,2.0L 4 -cyl Engine Code B4204T27 5 Turbo,0W-20 (All TEMPS),6.4 quarts. . . (with filter)After refill check oil level.
2021,Volvo,XC90,2.0L 4 -cyl Engine Code B4204T28 6 Turbo,0W-20 (All TEMPS),6.4 quarts. . . (with filter)After refill check oil level.
2021,Volvo,XC90,2.0L 4 -cyl Engine Code [10] B4204T2 1 Turbo,0W-20 (All TEMPS),6.4 quarts. . . (with filter)After refill check oil level.
2022,Acura,MDX,3.5L 6 -cyl Engine Code J35Y5 2,N/A,N/A
2022,Acura,TLX,2.0L 4 -cyl Engine Code K20C6 1 Turbo,N/A,N/A
2022,Audi,A6 ALLROAD,3.0L 6 -cyl Engine Code DLZA 4 Turbo,N/A,N/A
2022,Audi,Q5 PHEV,2.0L 4 -cyl Engine Code DLGA 3 Turbo,N/A,N/A
2022,Audi,Q5 SPORTBACK,2.0L 4 -cyl Engine Code DPVA 6 Turbo,N/A,N/A
2022,Audi,R8,5.2L 10-cyl Engine Code DKAA 9,N/A,N/A
2022,Audi,R8,5.2L 10-cyl Engine Code DKAC 0,N/A,N/A
2022,Audi,RS5,2.9L 6 -cyl Engine Code DECA 8 Turbo,N/A,N/A
2022,Audi,RS5 SPORTBACK,2.9L 6 -cyl Engine Code DECA 8 Turbo,N/A,N/A
2022,Audi,RS6 AVANT,4.0L 8 -cyl Engine Code DJPB 1 Turbo,N/A,N/A
2022,Audi,S7 SPORTBACK,2.9L 6 -cyl Engine Code DKMB 2 Turbo,N/A,N/A
2022,Audi,SQ5 SPORTBACK,3.0L 6 -cyl Engine Code CWGD 5 Turbo,N/A,N/A
2022,Audi,SQ7,4.0L 8 -cyl Engine Code DCUE 7 Turbo,N/A,N/A
2022,BMW,330E,2.0L 4 -cyl Engine Code B46B20O1 1 Turbo,N/A,N/A
2022,BMW,330E XDRIVE,2.0L 4 -cyl Engine Code B46B20O1 1 Turbo,N/A,N/A
2022,BMW,430I,2.0L 4 -cyl Engine Code B48A20BM 7 Turbo,N/A,N/A
2022,BMW,430I XDRIVE,2.0L 4 -cyl Engine Code B48A20BM 7 Turbo,N/A,N/A
2022,BMW,530E,2.0L 4 -cyl Engine Code B46A20BM 9 Turbo,N/A,N/A
2022,BMW,530E XDRIVE,2.0L 4 -cyl Engine Code B46A20BM 9 Turbo,N/A,N/A
2022,BMW,530i,2.0L 4 -cyl Engine Code B46B20O0 0 Turbo,N/A,N/A
2022,BMW,530xi,2.0L 4 -cyl Engine Code B46B20O0 0 Turbo,N/A,N/A
2022,BMW,540I XDRIVE,3.0L 6 -cyl Engine Code B58B30M0 C Turbo,N/A,N/A
2022,BMW,540i,3.0L 6 -cyl Engine Code B58B30M0 C Turbo,N/A,N/A
2022,BMW,740I XDRIVE,3.0L 6 -cyl Engine Code B58B30M0 B Turbo,N/A,N/A
2022,BMW,740i,3.0L 6 -cyl Engine Code B58B30M0 B Turbo,N/A,N/A
2022,BMW,745E XDRIVE,3.0L 6 -cyl Engine Code B58B30M0 C Turbo,N/A,N/A
2022,BMW,750xi,4.4L 8 -cyl Engine Code N63B44T3 4 Turbo,N/A,N/A
2022,BMW,840I,3.0L 6 -cyl Engine Code B58B30M0 B Turbo,N/A,N/A
2022,BMW,840I GRAN COUPE,3.0L 6 -cyl Engine Code B58B30M0 B Turbo,N/A,N/A
2022,BMW,840I XDRIVE,3.0L 6 -cyl Engine Code B58B30M0 B Turbo,N/A,N/A
2022,BMW,840I XDRIVE GRAN COUPE,3.0L 6 -cyl Engine Code B58B30M0 B Turbo,N/A,N/A
2022,BMW,ALPINA XB7,4.4L 8 -cyl Engine Code N63B44M0 3 Turbo,N/A,N/A
2022,BMW,M440I XDRIVE,3.0L 6 -cyl Engine Code B58B30O1 2 Turbo,N/A,N/A
2022,BMW,M760I XDRIVE,6.6L 12-cyl Engine Code N74B66 F Turbo,N/A,N/A
2022,BMW,M8 GRAN COUPE,4.4L 8 -cyl Engine Code S63B44T3 6 Turbo,N/A,N/A
2022,BMW,M850I XDRIVE,4.4L 8 -cyl Engine Code N63B44T3 4 Turbo,N/A,N/A
2022,BMW,M850I XDRIVE GRAN COUPE,4.4L 8 -cyl Engine Code N63B44T3 4 Turbo,N/A,N/A
2022,BMW,X2,2.0L 4 -cyl Engine Code B46A20B 8 Turbo,N/A,N/A
2022,BMW,X2,2.0L 4 -cyl Engine Code B48A20O0 A Turbo,N/A,N/A
2022,BMW,X3,3.0L 6 -cyl Engine Code S58B30T0 5 Turbo,N/A,N/A
2022,BMW,X4,3.0L 6 -cyl Engine Code S58B30T0 5 Turbo,N/A,N/A
2022,BMW,X5,3.0L 6 -cyl Engine Code B58B30M1 D Turbo,N/A,N/A
2022,Buick,ENCORE,1.4L 4 -cyl Engine Code [M] LE2 M Turbo,N/A,N/A
2022,Buick,ENCORE GX,1.2L 3 -cyl Engine Code [2] LIH 2 Turbo,N/A,N/A
2022,Buick,ENCORE GX,1.3L 3 -cyl Engine Code [L] L3T L Turbo,N/A,N/A
2022,Buick,ENVISION,2.0L 4 -cyl Engine Code [4] LSY 4 Turbo,N/A,N/A
2022,Cadillac,ESCALADE,3.0L 6 -cyl Engine Code [T] LM2 T Diesel Turbo,N/A,N/A
2022,Cadillac,ESCALADE,6.2L 8 -cyl Engine Code [L] L87 L,N/A,N/A
2022,Cadillac,ESCALADE ESV,3.0L 6 -cyl Engine Code [T] LM2 T Diesel Turbo,N/A,N/A
2022,Cadillac,ESCALADE ESV,6.2L 8 -cyl Engine Code [L] L87 L,N/A,N/A
2022,Cadillac,XT4,2.0L 4 -cyl Engine Code [4] LSY 4 Turbo,N/A,N/A
2022,Cadillac,XT5,2.0L 4 -cyl Engine Code [4] LSY 4 Turbo,N/A,N/A
2022,Cadillac,XT5,3.6L 6 -cyl Engine Code [S] LGX S,N/A,N/A
2022,Cadillac,XT6,2.0L 4 -cyl Engine Code [4] LSY 4 Turbo,N/A,N/A
2022,Cadillac,XT6,3.6L 6 -cyl Engine Code [S] LGX S,N/A,N/A
2022,Chevrolet,CAMARO,2.0L 4 -cyl Engine Code [X] LTG X Turbo,N/A,N/A
2022,Chevrolet,CAMARO,3.6L 6 -cyl Engine Code [S] LGX S,N/A,N/A
2022,Chevrolet,CAMARO,6.2L 8 -cyl Engine Code [6] LT4 6,N/A,N/A
2022,Chevrolet,CAMARO,6.2L 8 -cyl Engine Code [7] LT1 7,N/A,N/A
2022,Chevrolet,CORVETTE,6.2L 8 -cyl Engine Code [4] LT2 4,N/A,N/A
2022,Chevrolet,MALIBU,1.5L 4 -cyl Engine Code [T] LFV T Turbo,N/A,N/A
2022,Chevrolet,MALIBU,2.0L 4 -cyl Engine Code [X] LTG X Turbo,N/A,N/A
2022,Chevrolet,SPARK,1.4L 4 -cyl Engine Code [A] LV7 A,N/A,N/A
2022,Chevrolet Trucks,BLAZER,2.0L 4 -cyl Engine Code [4] LSY 4 Turbo,N/A,N/A
2022,Chevrolet Trucks,BLAZER,2.5L 4 -cyl Engine Code [A] LCV A,N/A,N/A
2022,Chevrolet Trucks,BLAZER,3.6L 6 -cyl Engine Code [S] LGX S,N/A,N/A
2022,Chevrolet Trucks,EQUINOX,1.5L 4 -cyl Engine Code [V] LYX V Turbo,N/A,N/A
2022,Chevrolet Trucks,SILVERADO 1500 PICKUP,2.7L 4 -cyl Engine Code [K] L3B K Turbo,N/A,N/A
2022,Chevrolet Trucks,SILVERADO 1500 PICKUP,3.0L 6 -cyl Engine Code [T] LM2 T Diesel Turbo,N/A,N/A
2022,Chevrolet Trucks,SILVERADO 1500 PICKUP,4.3L 6 -cyl Engine Code [H] LV3 H,N/A,N/A
2022,Chevrolet Trucks,SILVERADO 1500 PICKUP,5.3L 8 -cyl Engine Code [D] L84 D,N/A,N/A
2022,Chevrolet Trucks,SILVERADO 1500 PICKUP,5.3L 8 -cyl Engine Code [F] L82 F,N/A,N/A
2022,Chevrolet Trucks,SILVERADO 1500 PICKUP,5.3L 8 -cyl Engine Code [F] L82 O Flex,N/A,N/A
2022,Chevrolet Trucks,SILVERADO 1500 PICKUP,6.2L 8 -cyl Engine Code [L] L87 0,N/A,N/A
2022,Chevrolet Trucks,SILVERADO 2500 HD PICKUP,6.6L 8 -cyl Engine Code [7] L8T 7,N/A,N/A
2022,Chevrolet Trucks,SILVERADO 2500 HD PICKUP,6.6L 8 -cyl Engine Code [Y] L5P Y Diesel Turbo,N/A,N/A
2022,Chevrolet Trucks,SILVERADO 3500 PICKUP,6.6L 8 -cyl Engine Code [7] L8T 7,N/A,N/A
2022,Chevrolet Trucks,SILVERADO 3500 PICKUP,6.6L 8 -cyl Engine Code [Y] L5P Y Diesel Turbo,N/A,N/A
2022,Chevrolet Trucks,SUBURBAN,3.0L 6 -cyl Engine Code [T] LM2 T Diesel Turbo,N/A,N/A
2022,Chevrolet Trucks,SUBURBAN,5.3L 8 -cyl Engine Code [D] L84 D,N/A,N/A
2022,Chevrolet Trucks,SUBURBAN,6.2L 8 -cyl Engine Code [L] L87 0,N/A,N/A
2022,Chevrolet Trucks,TAHOE,3.0L 6 -cyl Engine Code [T] LM2 T Diesel Turbo,N/A,N/A
2022,Chevrolet Trucks,TAHOE,5.3L 8 -cyl Engine Code [D] L84 D,N/A,N/A
2022,Chevrolet Trucks,TAHOE,6.2L 8 -cyl Engine Code [L] L87 0,N/A,N/A
2022,Chevrolet Trucks,TRAILBLAZER,1.2L 3 -cyl Engine Code [2] LIH 2 Turbo,N/A,N/A
2022,Chevrolet Trucks,TRAILBLAZER,1.3L 3 -cyl Engine Code [L] L3T L Turbo,N/A,N/A
2022,Chevrolet Trucks,TRAX,1.4L 4 -cyl Engine Code [M] LE2 M Turbo,N/A,N/A
2022,Ford Trucks,BRONCO SPORT,1.5L 3 -cyl Engine Code [6] 996 6 Turbo,N/A,N/A
2022,Ford Trucks,BRONCO SPORT,2.0L 4 -cyl Engine Code [9] 999 9 Turbo,N/A,N/A
2022,Ford Trucks,E350 VAN,7.3L 8 -cyl Engine Code [K] K,N/A,N/A
2022,Ford Trucks,E350 VAN,7.3L 8 -cyl Engine Code [N] N,N/A,N/A
2022,Ford Trucks,E450 VAN,7.3L 8 -cyl Engine Code 7292cc 0,N/A,N/A
2022,Ford Trucks,ESCAPE,1.5L 3 -cyl Engine Code [6] 996 6 Turbo,N/A,N/A
2022,Ford Trucks,ESCAPE,2.0L 4 -cyl Engine Code [9] 999 9 Turbo,N/A,N/A
2022,Ford Trucks,ESCAPE,2.5L 4 -cyl Engine Code [Z] 99Z Z,N/A,N/A
2022,Ford Trucks,EXPLORER,2.3L 4 -cyl Engine Code [H] 99H H Turbo,N/A,N/A
2022,Ford Trucks,EXPLORER,3.0L 6 -cyl Engine Code [C] 99C C Turbo,N/A,N/A
2022,Ford Trucks,EXPLORER,3.3L 6 -cyl Engine Code [W] 99W W,N/A,N/A
2022,Ford Trucks,F150 PICKUP,2.7L 6 -cyl Engine Code [P] P Turbo,N/A,N/A
2022,Ford Trucks,F150 PICKUP,3.0L 6 -cyl Engine Code [1] 1 Diesel Turbo,N/A,N/A
2022,Ford Trucks,F150 PICKUP,3.3L 6 -cyl Engine Code [B] B Flex,N/A,N/A
2022,Ford Trucks,F150 PICKUP,3.5L 6 -cyl Engine Code [4] 4 Turbo,N/A,N/A
2022,Ford Trucks,F150 PICKUP,3.5L 6 -cyl Engine Code [8] 998 8 Turbo,N/A,N/A
2022,Ford Trucks,F150 PICKUP,3.5L 6 -cyl Engine Code [D] 99D D Turbo,N/A,N/A
2022,Ford Trucks,F150 PICKUP,3.5L 6 -cyl Engine Code [G] G Turbo,N/A,N/A
2022,Ford Trucks,F150 PICKUP,5.0L 8 -cyl Engine Code [5] 5 Flex,N/A,N/A
2022,Ford Trucks,F150 RAPTOR,3.5L 6 -cyl Engine Code [G] G Turbo,N/A,N/A
2022,Ford Trucks,F250 HD PICKUP,6.2L 8 -cyl Engine Code [6] 2 Flex,N/A,N/A
2022,Ford Trucks,F250 HD PICKUP,6.7L 8 -cyl Engine Code [T] T Diesel Turbo,N/A,N/A
2022,Ford Trucks,F250 HD PICKUP,7.3L 8 -cyl Engine Code [N] N,N/A,N/A
2022,Ford Trucks,F350 PICKUP,6.2L 8 -cyl Engine Code [6] 2 Flex,N/A,N/A
2022,Ford Trucks,F350 PICKUP,6.7L 8 -cyl Engine Code [T] T Diesel Turbo,N/A,N/A
2022,Ford Trucks,F350 PICKUP,7.3L 8 -cyl Engine Code [N] N,N/A,N/A
2022,Ford Trucks,RANGER,2.3L 4 -cyl Engine Code [H] 99H H Turbo,N/A,N/A
2022,Ford Trucks,TRANSIT CONNECT,2.0L 4 -cyl Engine Code [2] A,N/A,N/A
2022,Ford Trucks,TRANSIT CONNECT,2.0L 4 -cyl Engine Code [2] E Flex,N/A,N/A
2022,Ford Trucks,TRANSIT CONNECT,2.5L 4 -cyl Engine Code [7] F,N/A,N/A
2022,Ford Trucks,TRANSIT CONNECT,2.5L 4 -cyl Engine Code [7] I,N/A,N/A
2022,Ford Trucks,TRANSIT CONNECT,2.5L 4 -cyl Engine Code [7] J,N/A,N/A
2022,Genesis,G70,2.0L 4 -cyl Engine Code [A] A Turbo,N/A,N/A
2022,Genesis,G70,3.3L 6 -cyl Engine Code [E] E Turbo,N/A,N/A
2022,Genesis,G80,2.5L 4 -cyl Engine Code [C] C Turbo,N/A,N/A
2022,Genesis,G80,3.5L 6 -cyl Engine Code [D] D Turbo,N/A,N/A
2022,Genesis,GV80,2.5L 4 -cyl Engine Code [B] B Turbo,N/A,N/A
2022,Genesis,GV80,3.5L 6 -cyl Engine Code [C] 1 Turbo,N/A,N/A
2022,Gmc Trucks,ACADIA,2.0L 4 -cyl Engine Code [4] LSY 4 Turbo,N/A,N/A
2022,Gmc Trucks,ACADIA,3.6L 6 -cyl Engine Code [S] LGX S,N/A,N/A
2022,Gmc Trucks,SIERRA 1500 PICKUP,2.7L 4 -cyl Engine Code [K] L3B K Turbo,N/A,N/A
2022,Gmc Trucks,SIERRA 1500 PICKUP,3.0L 6 -cyl Engine Code [T] LM2 T Diesel Turbo,N/A,N/A
2022,Gmc Trucks,SIERRA 1500 PICKUP,4.3L 6 -cyl Engine Code [H] LV3 H,N/A,N/A
2022,Gmc Trucks,SIERRA 1500 PICKUP,5.3L 8 -cyl Engine Code [D] L84 D,N/A,N/A
2022,Gmc Trucks,SIERRA 1500 PICKUP,5.3L 8 -cyl Engine Code [F] L82 F,N/A,N/A
2022,Gmc Trucks,SIERRA 1500 PICKUP,5.3L 8 -cyl Engine Code [F] L82 O Flex,N/A,N/A
2022,Gmc Trucks,SIERRA 1500 PICKUP,6.2L 8 -cyl Engine Code [L] L87 L,N/A,N/A
2022,Gmc Trucks,SIERRA 2500 HD PICKUP,6.6L 8 -cyl Engine Code [7] L8T 7,N/A,N/A
2022,Gmc Trucks,SIERRA 2500 HD PICKUP,6.6L 8 -cyl Engine Code [Y] L5P Y Diesel Turbo,N/A,N/A
2022,Gmc Trucks,SIERRA 3500 PICKUP,6.6L 8 -cyl Engine Code [7] L8T 7,N/A,N/A
